"","Units","scenario","year","market","value"
"11769","1990$/tC","Impact_70constraint",2020,"South KoreaCO2_FUG",0
"11770","1990$/tC","Impact_70constraint",2020,"South KoreaCO2_LUC",0
"11771","1990$/tC","Impact_70constraint",2020,"Southeast AsiaCO2",0
"11772","1990$/tC","Impact_70constraint",2020,"Southeast AsiaCO2_FUG",0
"11773","1990$/tC","Impact_70constraint",2020,"Southeast AsiaCO2_LUC",0
"11774","1990$/tC","Impact_70constraint",2020,"TaiwanCO2",0
"11775","1990$/tC","Impact_70constraint",2020,"TaiwanCO2_FUG",0
"11776","1990$/tC","Impact_70constraint",2020,"TaiwanCO2_LUC",0
"11777","1990$/tC","Impact_70constraint",2020,"USACO2",0
"11778","1990$/tC","Impact_70constraint",2020,"USACO2_FUG",0
"11779","1990$/tC","Impact_70constraint",2020,"USACO2_LUC",0
"11780","1990$/tC","Impact_70constraint",2020,"globalCO2_TOTAL",0
"11781","1990$/tC","Impact_70constraint",2025,"Africa_EasternCO2",19.6182
"11782","1990$/tC","Impact_70constraint",2025,"Africa_EasternCO2_FUG",19.6182
"11783","1990$/tC","Impact_70constraint",2025,"Africa_EasternCO2_LUC",1.00093
"11784","1990$/tC","Impact_70constraint",2025,"Africa_NorthernCO2",33.4871
"11785","1990$/tC","Impact_70constraint",2025,"Africa_NorthernCO2_FUG",33.4871
"11786","1990$/tC","Impact_70constraint",2025,"Africa_NorthernCO2_LUC",1.00093
"11787","1990$/tC","Impact_70constraint",2025,"Africa_SouthernCO2",19.6343
"11788","1990$/tC","Impact_70constraint",2025,"Africa_SouthernCO2_FUG",19.6343
"11789","1990$/tC","Impact_70constraint",2025,"Africa_SouthernCO2_LUC",1.00093
"11790","1990$/tC","Impact_70constraint",2025,"Africa_WesternCO2",63.9955
"11791","1990$/tC","Impact_70constraint",2025,"Africa_WesternCO2_FUG",63.9955
"11792","1990$/tC","Impact_70constraint",2025,"Africa_WesternCO2_LUC",1.00093
"11793","1990$/tC","Impact_70constraint",2025,"ArgentinaCO2",7.51098
"11794","1990$/tC","Impact_70constraint",2025,"ArgentinaCO2_FUG",7.51098
"11795","1990$/tC","Impact_70constraint",2025,"ArgentinaCO2_LUC",1.00093
"11796","1990$/tC","Impact_70constraint",2025,"Australia_NZCO2",15.5184
"11797","1990$/tC","Impact_70constraint",2025,"Australia_NZCO2_FUG",15.5184
"11798","1990$/tC","Impact_70constraint",2025,"Australia_NZCO2_LUC",1.00093
"11799","1990$/tC","Impact_70constraint",2025,"BrazilCO2",73.124
"11800","1990$/tC","Impact_70constraint",2025,"BrazilCO2_FUG",73.124
"11801","1990$/tC","Impact_70constraint",2025,"BrazilCO2_LUC",1.00093
"11802","1990$/tC","Impact_70constraint",2025,"CanadaCO2",1.60149
"11803","1990$/tC","Impact_70constraint",2025,"CanadaCO2_FUG",1.60149
"11804","1990$/tC","Impact_70constraint",2025,"CanadaCO2_LUC",1.00093
"11805","1990$/tC","Impact_70constraint",2025,"Central America and CaribbeanCO2",16.8477
"11806","1990$/tC","Impact_70constraint",2025,"Central America and CaribbeanCO2_FUG",16.8477
"11807","1990$/tC","Impact_70constraint",2025,"Central America and CaribbeanCO2_LUC",1.00093
"11808","1990$/tC","Impact_70constraint",2025,"Central AsiaCO2",1.60149
"11809","1990$/tC","Impact_70constraint",2025,"Central AsiaCO2_FUG",1.60149
"11810","1990$/tC","Impact_70constraint",2025,"Central AsiaCO2_LUC",1.00093
"11811","1990$/tC","Impact_70constraint",2025,"ChinaCO2",72.6275
"11812","1990$/tC","Impact_70constraint",2025,"ChinaCO2_FUG",72.6275
"11813","1990$/tC","Impact_70constraint",2025,"ChinaCO2_LUC",1.00093
"11814","1990$/tC","Impact_70constraint",2025,"ColombiaCO2",13.3564
"11815","1990$/tC","Impact_70constraint",2025,"ColombiaCO2_FUG",13.3564
"11816","1990$/tC","Impact_70constraint",2025,"ColombiaCO2_LUC",1.00093
"11817","1990$/tC","Impact_70constraint",2025,"EU-12CO2",1.60149
"11818","1990$/tC","Impact_70constraint",2025,"EU-12CO2_FUG",1.60149
"11819","1990$/tC","Impact_70constraint",2025,"EU-12CO2_LUC",1.00093
"11820","1990$/tC","Impact_70constraint",2025,"EU-15CO2",1.60149
"11821","1990$/tC","Impact_70constraint",2025,"EU-15CO2_FUG",1.60149
"11822","1990$/tC","Impact_70constraint",2025,"EU-15CO2_LUC",1.00093
"11823","1990$/tC","Impact_70constraint",2025,"Europe_EasternCO2",1.60149
"11824","1990$/tC","Impact_70constraint",2025,"Europe_EasternCO2_FUG",1.60149
"11825","1990$/tC","Impact_70constraint",2025,"Europe_EasternCO2_LUC",1.00093
"11826","1990$/tC","Impact_70constraint",2025,"Europe_Non_EUCO2",2.24208
"11827","1990$/tC","Impact_70constraint",2025,"Europe_Non_EUCO2_FUG",2.24208
"11828","1990$/tC","Impact_70constraint",2025,"Europe_Non_EUCO2_LUC",1.00093
"11829","1990$/tC","Impact_70constraint",2025,"European Free Trade AssociationCO2",1.60149
"11830","1990$/tC","Impact_70constraint",2025,"European Free Trade AssociationCO2_FUG",1.60149
"11831","1990$/tC","Impact_70constraint",2025,"European Free Trade AssociationCO2_LUC",1.00093
"11832","1990$/tC","Impact_70constraint",2025,"IndiaCO2",257.455
"11833","1990$/tC","Impact_70constraint",2025,"IndiaCO2_FUG",257.455
"11834","1990$/tC","Impact_70constraint",2025,"IndiaCO2_LUC",1.00093
"11835","1990$/tC","Impact_70constraint",2025,"IndonesiaCO2",32.9907
"11836","1990$/tC","Impact_70constraint",2025,"IndonesiaCO2_FUG",32.9907
"11837","1990$/tC","Impact_70constraint",2025,"IndonesiaCO2_LUC",1.00093
"11838","1990$/tC","Impact_70constraint",2025,"JapanCO2",16.5114
"11839","1990$/tC","Impact_70constraint",2025,"JapanCO2_FUG",16.5114
"11840","1990$/tC","Impact_70constraint",2025,"JapanCO2_LUC",1.00093
"11841","1990$/tC","Impact_70constraint",2025,"MexicoCO2",35.8894
"11842","1990$/tC","Impact_70constraint",2025,"MexicoCO2_FUG",35.8894
"11843","1990$/tC","Impact_70constraint",2025,"MexicoCO2_LUC",1.00093
"11844","1990$/tC","Impact_70constraint",2025,"Middle EastCO2",360.191
"11845","1990$/tC","Impact_70constraint",2025,"Middle EastCO2_FUG",360.191
"11846","1990$/tC","Impact_70constraint",2025,"Middle EastCO2_LUC",1.00093
"11847","1990$/tC","Impact_70constraint",2025,"PakistanCO2",27.2894
"11848","1990$/tC","Impact_70constraint",2025,"PakistanCO2_FUG",27.2894
"11849","1990$/tC","Impact_70constraint",2025,"PakistanCO2_LUC",1.00093
"11850","1990$/tC","Impact_70constraint",2025,"RussiaCO2",1.60149
"11851","1990$/tC","Impact_70constraint",2025,"RussiaCO2_FUG",1.60149
"11852","1990$/tC","Impact_70constraint",2025,"RussiaCO2_LUC",1.00093
"11853","1990$/tC","Impact_70constraint",2025,"South AfricaCO2",9.99329
"11854","1990$/tC","Impact_70constraint",2025,"South AfricaCO2_FUG",9.99329
"11855","1990$/tC","Impact_70constraint",2025,"South AfricaCO2_LUC",1.00093
"11856","1990$/tC","Impact_70constraint",2025,"South America_NorthernCO2",22.1966
"11857","1990$/tC","Impact_70constraint",2025,"South America_NorthernCO2_FUG",22.1966
"11858","1990$/tC","Impact_70constraint",2025,"South America_NorthernCO2_LUC",1.00093
"11859","1990$/tC","Impact_70constraint",2025,"South America_SouthernCO2",6.38994
"11860","1990$/tC","Impact_70constraint",2025,"South America_SouthernCO2_FUG",6.38994
"11861","1990$/tC","Impact_70constraint",2025,"South America_SouthernCO2_LUC",1.00093
"11862","1990$/tC","Impact_70constraint",2025,"South AsiaCO2",11.2905
"11863","1990$/tC","Impact_70constraint",2025,"South AsiaCO2_FUG",11.2905
"11864","1990$/tC","Impact_70constraint",2025,"South AsiaCO2_LUC",1.00093
"11865","1990$/tC","Impact_70constraint",2025,"South KoreaCO2",1.60149
"11866","1990$/tC","Impact_70constraint",2025,"South KoreaCO2_FUG",1.60149
"11867","1990$/tC","Impact_70constraint",2025,"South KoreaCO2_LUC",1.00093
"11868","1990$/tC","Impact_70constraint",2025,"Southeast AsiaCO2",77.9765
"11869","1990$/tC","Impact_70constraint",2025,"Southeast AsiaCO2_FUG",77.9765
"11870","1990$/tC","Impact_70constraint",2025,"Southeast AsiaCO2_LUC",1.00093
"11871","1990$/tC","Impact_70constraint",2025,"TaiwanCO2",1.60149
"11872","1990$/tC","Impact_70constraint",2025,"TaiwanCO2_FUG",1.60149
"11873","1990$/tC","Impact_70constraint",2025,"TaiwanCO2_LUC",1.00093
"11874","1990$/tC","Impact_70constraint",2025,"USACO2",144.246
"11875","1990$/tC","Impact_70constraint",2025,"USACO2_FUG",144.246
"11876","1990$/tC","Impact_70constraint",2025,"USACO2_LUC",1.00093
"11877","1990$/tC","Impact_70constraint",2025,"globalCO2_TOTAL",16.0149
"11878","1990$/tC","Impact_70constraint",2030,"Africa_EasternCO2",29.0137
"11879","1990$/tC","Impact_70constraint",2030,"Africa_EasternCO2_FUG",29.0137
"11880","1990$/tC","Impact_70constraint",2030,"Africa_EasternCO2_LUC",2.96058
"11881","1990$/tC","Impact_70constraint",2030,"Africa_NorthernCO2",49.5246
"11882","1990$/tC","Impact_70constraint",2030,"Africa_NorthernCO2_FUG",49.5246
"11883","1990$/tC","Impact_70constraint",2030,"Africa_NorthernCO2_LUC",2.96058
"11884","1990$/tC","Impact_70constraint",2030,"Africa_SouthernCO2",29.0374
"11885","1990$/tC","Impact_70constraint",2030,"Africa_SouthernCO2_FUG",29.0374
"11886","1990$/tC","Impact_70constraint",2030,"Africa_SouthernCO2_LUC",2.96058
"11887","1990$/tC","Impact_70constraint",2030,"Africa_WesternCO2",94.6438
"11888","1990$/tC","Impact_70constraint",2030,"Africa_WesternCO2_FUG",94.6438
"11889","1990$/tC","Impact_70constraint",2030,"Africa_WesternCO2_LUC",2.96058
"11890","1990$/tC","Impact_70constraint",2030,"ArgentinaCO2",11.1081
"11891","1990$/tC","Impact_70constraint",2030,"ArgentinaCO2_FUG",11.1081
"11892","1990$/tC","Impact_70constraint",2030,"ArgentinaCO2_LUC",2.96058
"11893","1990$/tC","Impact_70constraint",2030,"Australia_NZCO2",22.9504
"11894","1990$/tC","Impact_70constraint",2030,"Australia_NZCO2_FUG",22.9504
"11895","1990$/tC","Impact_70constraint",2030,"Australia_NZCO2_LUC",2.96058
"11896","1990$/tC","Impact_70constraint",2030,"BrazilCO2",108.144
"11897","1990$/tC","Impact_70constraint",2030,"BrazilCO2_FUG",108.144
"11898","1990$/tC","Impact_70constraint",2030,"BrazilCO2_LUC",2.96058
"11899","1990$/tC","Impact_70constraint",2030,"CanadaCO2",2.36846
"11900","1990$/tC","Impact_70constraint",2030,"CanadaCO2_FUG",2.36846
"11901","1990$/tC","Impact_70constraint",2030,"CanadaCO2_LUC",2.96058
"11902","1990$/tC","Impact_70constraint",2030,"Central America and CaribbeanCO2",24.9162
"11903","1990$/tC","Impact_70constraint",2030,"Central America and CaribbeanCO2_FUG",24.9162
"11904","1990$/tC","Impact_70constraint",2030,"Central America and CaribbeanCO2_LUC",2.96058
"11905","1990$/tC","Impact_70constraint",2030,"Central AsiaCO2",2.36846
"11906","1990$/tC","Impact_70constraint",2030,"Central AsiaCO2_FUG",2.36846
"11907","1990$/tC","Impact_70constraint",2030,"Central AsiaCO2_LUC",2.96058
"11908","1990$/tC","Impact_70constraint",2030,"ChinaCO2",107.41
"11909","1990$/tC","Impact_70constraint",2030,"ChinaCO2_FUG",107.41
"11910","1990$/tC","Impact_70constraint",2030,"ChinaCO2_LUC",2.96058
"11911","1990$/tC","Impact_70constraint",2030,"ColombiaCO2",19.753
"11912","1990$/tC","Impact_70constraint",2030,"ColombiaCO2_FUG",19.753
"11913","1990$/tC","Impact_70constraint",2030,"ColombiaCO2_LUC",2.96058
"11914","1990$/tC","Impact_70constraint",2030,"EU-12CO2",2.36846
"11915","1990$/tC","Impact_70constraint",2030,"EU-12CO2_FUG",2.36846
"11916","1990$/tC","Impact_70constraint",2030,"EU-12CO2_LUC",2.96058
"11917","1990$/tC","Impact_70constraint",2030,"EU-15CO2",2.36846
"11918","1990$/tC","Impact_70constraint",2030,"EU-15CO2_FUG",2.36846
"11919","1990$/tC","Impact_70constraint",2030,"EU-15CO2_LUC",2.96058
"11920","1990$/tC","Impact_70constraint",2030,"Europe_EasternCO2",2.36846
"11921","1990$/tC","Impact_70constraint",2030,"Europe_EasternCO2_FUG",2.36846
"11922","1990$/tC","Impact_70constraint",2030,"Europe_EasternCO2_LUC",2.96058
"11923","1990$/tC","Impact_70constraint",2030,"Europe_Non_EUCO2",3.31585
"11924","1990$/tC","Impact_70constraint",2030,"Europe_Non_EUCO2_FUG",3.31585
"11925","1990$/tC","Impact_70constraint",2030,"Europe_Non_EUCO2_LUC",2.96058
"11926","1990$/tC","Impact_70constraint",2030,"European Free Trade AssociationCO2",2.36846
"11927","1990$/tC","Impact_70constraint",2030,"European Free Trade AssociationCO2_FUG",2.36846
"11928","1990$/tC","Impact_70constraint",2030,"European Free Trade AssociationCO2_LUC",2.96058
"11929","1990$/tC","Impact_70constraint",2030,"IndiaCO2",380.754
"11930","1990$/tC","Impact_70constraint",2030,"IndiaCO2_FUG",380.754
"11931","1990$/tC","Impact_70constraint",2030,"IndiaCO2_LUC",2.96058
"11932","1990$/tC","Impact_70constraint",2030,"IndonesiaCO2",48.7903
"11933","1990$/tC","Impact_70constraint",2030,"IndonesiaCO2_FUG",48.7903
"11934","1990$/tC","Impact_70constraint",2030,"IndonesiaCO2_LUC",2.96058
"11935","1990$/tC","Impact_70constraint",2030,"JapanCO2",24.4189
"11936","1990$/tC","Impact_70constraint",2030,"JapanCO2_FUG",24.4189
"11937","1990$/tC","Impact_70constraint",2030,"JapanCO2_LUC",2.96058
"11938","1990$/tC","Impact_70constraint",2030,"MexicoCO2",53.0773
"11939","1990$/tC","Impact_70constraint",2030,"MexicoCO2_FUG",53.0773
"11940","1990$/tC","Impact_70constraint",2030,"MexicoCO2_LUC",2.96058
"11941","1990$/tC","Impact_70constraint",2030,"Middle EastCO2",532.691
"11942","1990$/tC","Impact_70constraint",2030,"Middle EastCO2_FUG",532.691
"11943","1990$/tC","Impact_70constraint",2030,"Middle EastCO2_LUC",2.96058
"11944","1990$/tC","Impact_70constraint",2030,"PakistanCO2",40.3586
"11945","1990$/tC","Impact_70constraint",2030,"PakistanCO2_FUG",40.3586
"11946","1990$/tC","Impact_70constraint",2030,"PakistanCO2_LUC",2.96058
"11947","1990$/tC","Impact_70constraint",2030,"RussiaCO2",2.36846
"11948","1990$/tC","Impact_70constraint",2030,"RussiaCO2_FUG",2.36846
"11949","1990$/tC","Impact_70constraint",2030,"RussiaCO2_LUC",2.96058
"11950","1990$/tC","Impact_70constraint",2030,"South AfricaCO2",14.7792
"11951","1990$/tC","Impact_70constraint",2030,"South AfricaCO2_FUG",14.7792
"11952","1990$/tC","Impact_70constraint",2030,"South AfricaCO2_LUC",2.96058
"11953","1990$/tC","Impact_70constraint",2030,"South America_NorthernCO2",32.8269
"11954","1990$/tC","Impact_70constraint",2030,"South America_NorthernCO2_FUG",32.8269
"11955","1990$/tC","Impact_70constraint",2030,"South America_NorthernCO2_LUC",2.96058
"11956","1990$/tC","Impact_70constraint",2030,"South America_SouthernCO2",9.45017
"11957","1990$/tC","Impact_70constraint",2030,"South America_SouthernCO2_FUG",9.45017
"11958","1990$/tC","Impact_70constraint",2030,"South America_SouthernCO2_LUC",2.96058
"11959","1990$/tC","Impact_70constraint",2030,"South AsiaCO2",16.6977
"11960","1990$/tC","Impact_70constraint",2030,"South AsiaCO2_FUG",16.6977
"11961","1990$/tC","Impact_70constraint",2030,"South AsiaCO2_LUC",2.96058
"11962","1990$/tC","Impact_70constraint",2030,"South KoreaCO2",2.36846
"11963","1990$/tC","Impact_70constraint",2030,"South KoreaCO2_FUG",2.36846
"11964","1990$/tC","Impact_70constraint",2030,"South KoreaCO2_LUC",2.96058
"11965","1990$/tC","Impact_70constraint",2030,"Southeast AsiaCO2",115.32
"11966","1990$/tC","Impact_70constraint",2030,"Southeast AsiaCO2_FUG",115.32
"11967","1990$/tC","Impact_70constraint",2030,"Southeast AsiaCO2_LUC",2.96058
"11968","1990$/tC","Impact_70constraint",2030,"TaiwanCO2",2.36846
"11969","1990$/tC","Impact_70constraint",2030,"TaiwanCO2_FUG",2.36846
"11970","1990$/tC","Impact_70constraint",2030,"TaiwanCO2_LUC",2.96058
"11971","1990$/tC","Impact_70constraint",2030,"USACO2",213.328
"11972","1990$/tC","Impact_70constraint",2030,"USACO2_FUG",213.328
"11973","1990$/tC","Impact_70constraint",2030,"USACO2_LUC",2.96058
"11974","1990$/tC","Impact_70constraint",2030,"globalCO2_TOTAL",23.6846
"11975","1990$/tC","Impact_70constraint",2035,"Africa_EasternCO2",16.3386
"11976","1990$/tC","Impact_70constraint",2035,"Africa_EasternCO2_FUG",16.3386
"11977","1990$/tC","Impact_70constraint",2035,"Africa_EasternCO2_LUC",2.5008
"11978","1990$/tC","Impact_70constraint",2035,"Africa_NorthernCO2",27.889
"11979","1990$/tC","Impact_70constraint",2035,"Africa_NorthernCO2_FUG",27.889
"11980","1990$/tC","Impact_70constraint",2035,"Africa_NorthernCO2_LUC",2.5008
"11981","1990$/tC","Impact_70constraint",2035,"Africa_SouthernCO2",16.3519
"11982","1990$/tC","Impact_70constraint",2035,"Africa_SouthernCO2_FUG",16.3519
"11983","1990$/tC","Impact_70constraint",2035,"Africa_SouthernCO2_LUC",2.5008
"11984","1990$/tC","Impact_70constraint",2035,"Africa_WesternCO2",53.2971
"11985","1990$/tC","Impact_70constraint",2035,"Africa_WesternCO2_FUG",53.2971
"11986","1990$/tC","Impact_70constraint",2035,"Africa_WesternCO2_LUC",2.5008
"11987","1990$/tC","Impact_70constraint",2035,"ArgentinaCO2",6.25534
"11988","1990$/tC","Impact_70constraint",2035,"ArgentinaCO2_FUG",6.25534
"11989","1990$/tC","Impact_70constraint",2035,"ArgentinaCO2_LUC",2.5008
"11990","1990$/tC","Impact_70constraint",2035,"Australia_NZCO2",12.9242
"11991","1990$/tC","Impact_70constraint",2035,"Australia_NZCO2_FUG",12.9242
"11992","1990$/tC","Impact_70constraint",2035,"Australia_NZCO2_LUC",2.5008
"11993","1990$/tC","Impact_70constraint",2035,"BrazilCO2",60.8996
"11994","1990$/tC","Impact_70constraint",2035,"BrazilCO2_FUG",60.8996
"11995","1990$/tC","Impact_70constraint",2035,"BrazilCO2_LUC",2.5008
"11996","1990$/tC","Impact_70constraint",2035,"CanadaCO2",1.33376
"11997","1990$/tC","Impact_70constraint",2035,"CanadaCO2_FUG",1.33376
"11998","1990$/tC","Impact_70constraint",2035,"CanadaCO2_LUC",2.5008
"11999","1990$/tC","Impact_70constraint",2035,"Central America and CaribbeanCO2",14.0312
"12000","1990$/tC","Impact_70constraint",2035,"Central America and CaribbeanCO2_FUG",14.0312
"12001","1990$/tC","Impact_70constraint",2035,"Central America and CaribbeanCO2_LUC",2.5008
"12002","1990$/tC","Impact_70constraint",2035,"Central AsiaCO2",1.33376
"12003","1990$/tC","Impact_70constraint",2035,"Central AsiaCO2_FUG",1.33376
"12004","1990$/tC","Impact_70constraint",2035,"Central AsiaCO2_LUC",2.5008
"12005","1990$/tC","Impact_70constraint",2035,"ChinaCO2",60.4861
"12006","1990$/tC","Impact_70constraint",2035,"ChinaCO2_FUG",60.4861
"12007","1990$/tC","Impact_70constraint",2035,"ChinaCO2_LUC",2.5008
"12008","1990$/tC","Impact_70constraint",2035,"ColombiaCO2",11.1236
"12009","1990$/tC","Impact_70constraint",2035,"ColombiaCO2_FUG",11.1236
"12010","1990$/tC","Impact_70constraint",2035,"ColombiaCO2_LUC",2.5008
"12011","1990$/tC","Impact_70constraint",2035,"EU-12CO2",1.33376
"12012","1990$/tC","Impact_70constraint",2035,"EU-12CO2_FUG",1.33376
"12013","1990$/tC","Impact_70constraint",2035,"EU-12CO2_LUC",2.5008
"12014","1990$/tC","Impact_70constraint",2035,"EU-15CO2",1.33376
"12015","1990$/tC","Impact_70constraint",2035,"EU-15CO2_FUG",1.33376
"12016","1990$/tC","Impact_70constraint",2035,"EU-15CO2_LUC",2.5008
"12017","1990$/tC","Impact_70constraint",2035,"Europe_EasternCO2",1.33376
"12018","1990$/tC","Impact_70constraint",2035,"Europe_EasternCO2_FUG",1.33376
"12019","1990$/tC","Impact_70constraint",2035,"Europe_EasternCO2_LUC",2.5008
"12020","1990$/tC","Impact_70constraint",2035,"Europe_Non_EUCO2",1.86727
"12021","1990$/tC","Impact_70constraint",2035,"Europe_Non_EUCO2_FUG",1.86727
"12022","1990$/tC","Impact_70constraint",2035,"Europe_Non_EUCO2_LUC",2.5008
"12023","1990$/tC","Impact_70constraint",2035,"European Free Trade AssociationCO2",1.33376
"12024","1990$/tC","Impact_70constraint",2035,"European Free Trade AssociationCO2_FUG",1.33376
"12025","1990$/tC","Impact_70constraint",2035,"European Free Trade AssociationCO2_LUC",2.5008
"12026","1990$/tC","Impact_70constraint",2035,"IndiaCO2",214.416
"12027","1990$/tC","Impact_70constraint",2035,"IndiaCO2_FUG",214.416
"12028","1990$/tC","Impact_70constraint",2035,"IndiaCO2_LUC",2.5008
"12029","1990$/tC","Impact_70constraint",2035,"IndonesiaCO2",27.4755
"12030","1990$/tC","Impact_70constraint",2035,"IndonesiaCO2_FUG",27.4755
"12031","1990$/tC","Impact_70constraint",2035,"IndonesiaCO2_LUC",2.5008
"12032","1990$/tC","Impact_70constraint",2035,"JapanCO2",13.7511
"12033","1990$/tC","Impact_70constraint",2035,"JapanCO2_FUG",13.7511
"12034","1990$/tC","Impact_70constraint",2035,"JapanCO2_LUC",2.5008
"12035","1990$/tC","Impact_70constraint",2035,"MexicoCO2",29.8896
"12036","1990$/tC","Impact_70constraint",2035,"MexicoCO2_FUG",29.8896
"12037","1990$/tC","Impact_70constraint",2035,"MexicoCO2_LUC",2.5008
"12038","1990$/tC","Impact_70constraint",2035,"Middle EastCO2",299.976
"12039","1990$/tC","Impact_70constraint",2035,"Middle EastCO2_FUG",299.976
"12040","1990$/tC","Impact_70constraint",2035,"Middle EastCO2_LUC",2.5008
"12041","1990$/tC","Impact_70constraint",2035,"PakistanCO2",22.7273
"12042","1990$/tC","Impact_70constraint",2035,"PakistanCO2_FUG",22.7273
"12043","1990$/tC","Impact_70constraint",2035,"PakistanCO2_LUC",2.5008
"12044","1990$/tC","Impact_70constraint",2035,"RussiaCO2",1.33376
